Data/AggregateReports/report_files/Demux/report.html	c0d4030b
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-7562/Seq25-7562.html	6c8b7a9a
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-7796/Seq25-7796.html	8d545115
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-8049/Seq25-8049.html	57ff9392
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-8143/Seq25-8143.html	57302493
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-8260/Seq25-8260.html	c00052c5
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-8297/Seq25-8297.html	60a5ec63
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-8299/Seq25-8299.html	2b764824
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-8452/Seq25-8452.html	64c3d542
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-8642/Seq25-8642.html	dfefbbf0
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-8950/Seq25-8950.html	85f7cd71
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-9259/Seq25-9259.html	c0d16ea3
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-9369/Seq25-9369.html	4bf332fb
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-9472/Seq25-9472.html	071ed4db
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-9909/Seq25-9909.html	a35cb546
Data/AggregateReports/report_files/DragenGermline/report_files/samples/Seq25-9974/Seq25-9974.html	67cf0ebd
Data/AggregateReports/report_files/DragenGermline/report.html	5ed06a96
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D22-1091/D22-1091.html	f37a1ef5
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D22-16590/D22-16590.html	5f213530
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D22-16771/D22-16771.html	f4edc734
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D22-2288/D22-2288.html	786e57f6
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D22-2428/D22-2428.html	352d183b
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D22-3070/D22-3070.html	13307e4c
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D23-14949/D23-14949.html	f22e450b
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D23-16042/D23-16042.html	adafc655
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D23-1730/D23-1730.html	71f086c9
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D23-782/D23-782.html	a067d0a8
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D24-6448/D24-6448.html	cd87657f
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D24-7065/D24-7065.html	b1233510
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-445/D25-445.html	0e24b395
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-447/D25-447.html	8ce37031
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-449/D25-449.html	67776f12
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-451/D25-451.html	3807f233
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-453/D25-453.html	4baafc8a
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-6767/D25-6767.html	fe48f48f
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-6771/D25-6771.html	b7dc97b5
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-6773/D25-6773.html	21c1ad20
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-6774/D25-6774.html	081c323f
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-7586/D25-7586.html	4a2096a1
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-7619/D25-7619.html	a4375968
Data/AggregateReports/report_files/DragenSomatic/report_files/samples/D25-8595/D25-8595.html	31925655
Data/AggregateReports/report_files/DragenSomatic/report.html	694efdfc
Data/AggregateReports/report.html	35bce4b3
Data/AnonSs.json	6df9d80e
Data/b2c_dragen_events.csv	b6ec1526
Data/BCLConvert/fastq/Reports/Adapter_Cycle_Metrics.csv	a957d235
Data/BCLConvert/fastq/Reports/Adapter_Metrics.csv	10476c06
Data/BCLConvert/fastq/Reports/Quality_Metrics.csv	a6132248
Data/BCLConvert/fastq/Reports/Quality_Tile_Metrics.csv	bfc8e6b7
Data/BCLConvert/fastq/Undetermined_S0_L001_R1_001.fastq.gz	48915889
Data/BCLConvert/fastq/Undetermined_S0_L001_R2_001.fastq.gz	692b362e
Data/BCLConvert/fastq/Undetermined_S0_L002_R1_001.fastq.gz	e26d6e2e
Data/BCLConvert/fastq/Undetermined_S0_L002_R2_001.fastq.gz	c19b5a28
Data/BCLConvert/fastq/Undetermined_S0_L003_R1_001.fastq.gz	24896e87
Data/BCLConvert/fastq/Undetermined_S0_L003_R2_001.fastq.gz	916f26c8
Data/BCLConvert/fastq/Undetermined_S0_L004_R1_001.fastq.gz	63b094ee
Data/BCLConvert/fastq/Undetermined_S0_L004_R2_001.fastq.gz	e394a53a
Data/BCLConvert/fastq/Undetermined_S0_L005_R1_001.fastq.gz	86dbe545
Data/BCLConvert/fastq/Undetermined_S0_L005_R2_001.fastq.gz	534a946f
Data/BCLConvert/fastq/Undetermined_S0_L006_R1_001.fastq.gz	14557e98
Data/BCLConvert/fastq/Undetermined_S0_L006_R2_001.fastq.gz	aa7a4722
Data/BCLConvert/fastq/Undetermined_S0_L007_R1_001.fastq.gz	d6b74a94
Data/BCLConvert/fastq/Undetermined_S0_L007_R2_001.fastq.gz	8a01ba9d
Data/BCLConvert/fastq/Undetermined_S0_L008_R1_001.fastq.gz	6c18fe4e
Data/BCLConvert/fastq/Undetermined_S0_L008_R2_001.fastq.gz	20b53b0f
Data/Demux/AggregateReports/report.html	c0d4030b
Data/Demux/Demultiplex_Stats.csv	5a30a806
Data/Demux/Demultiplex_Tile_Stats.csv	4e517860
Data/Demux/Index_Hopping_Counts.csv	37f8939f
Data/Demux/IndexMetricsOut.bin	f2803c2f
Data/Demux/Top_Unknown_Barcodes.csv	91dee6c0
Data/dmx_dragen_events.csv	d40e7f2f
Data/DragenGermline/AggregateReports/report_files/samples/Seq25-7562/Seq25-7562.html	6c8b7a9a
Data/DragenGermline/AggregateReports/report_files/samples/Seq25-7796/Seq25-7796.html	8d545115
Data/DragenGermline/AggregateReports/report_files/samples/Seq25-8049/Seq25-8049.html	57ff9392
Data/DragenGermline/AggregateReports/report_files/samples/Seq25-8143/Seq25-8143.html	57302493
Data/DragenGermline/AggregateReports/report_files/samples/Seq25-8260/Seq25-8260.html	c00052c5
Data/DragenGermline/AggregateReports/report_files/samples/Seq25-8297/Seq25-8297.html	60a5ec63
Data/DragenGermline/AggregateReports/report_files/samples/Seq25-8299/Seq25-8299.html	2b764824
Data/DragenGermline/AggregateReports/report_files/samples/Seq25-8452/Seq25-8452.html	64c3d542
